Series Name,Series Code,Country Name,Country Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102717794000,97209558000,97671433000,104467486000,107478962000,107595829000,95865472000,107435101000,116586079000,118844826000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,248362771739.13,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,395926075163.006
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13486788878.9757,12116922539.4112
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30624720196.229,31290453293.545,31330419851.1487,36864792511.6351,37921480881.5429,40744848827.9537
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1602741833.70552,1716714070.12471,1576908856.34674,1547888495.98428,1738093840.36607,1542477308.89408,1432221739.12342,2197598466.25447,2770082791.50412,3178112498.67911,3291330019.17287,3469381231.49049,3294084314.15058,3580428052.81393,4438765085.93784,4820478680.18375,4886551483.93374,4597552981.56738,4422986271.74767,4063245671.29285,3816019193.16561,4402969225.92165,4666598024.18411,4495267265.76464,3982236693.8316,4850842540.99267,4790922788.70864,4597855845.04276
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,8761215548.48614,8803539988.33248,8013274131.69715,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,64589328550.5953,74296745207.8721,81770886825.6048,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,163697927593.982
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,989536914.659081,933763083.395627,1104744235.30111,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3262045883.37293,3655063937.93145,3555929833.05051,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5444407198.13478,4432466219.87685,4305031649.74189,4979979531.2725,5494797540.73365
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,132129174216.93,126912152101.707,134038718291.055,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549,271886077382.102,296470417085.267,281887430795.721,300187202696.084
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85,3030904089607.9
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,4166072829.60099,3762859093.26192,3903186592.82431,3911602004.14205,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5792545870.80614,6150640646.38319,5814661208.90544,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326389.8704,16874405460.1955,15314577167.8211,20217946921.2065,21071739227.9422,20516134388.6608
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.65394,2175099789.97829,2339904156.79214
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3095047603.8083,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30535530479.0227
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68,4456081016705.96
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783319817.3705,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043095503.6675,79524421861.2743,74263364041.8742,76370394412.4163
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,145861612400.906,143157600149.757,144428172489.335,142588875293.749,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059,238206312632.528
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1197515569.08202,1072154433.84538,1149858069.75766,1131555107.04907,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,..,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000,1224577777.77778,1320334235.58897
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77715183063.2054,86053083476.0294,95003330315.8754,102050473863.636
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,5641243099.76661,5516916163.0949,5232118046.3713,5046806782.54761,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019242.72882,6281917649.94033,6964179187.85579,6716904516.97953,6853467832.49407,6785137215.55736,7638045226.04416,8376613880.84932,8778473643.31852,8794202394.29076,8595955600.36601,10324668271.1032,11857030367.2441,13442861496.4128,14177835841.3923,16091817842.1318,20999229260.4995,23612295818.0961
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,702965147.451887,698107222.497006,591034143.344266,579365780.157765,391345597.467891,412610871.491565,466773711.234075,553614800.137137,582169841.275298,639776040.624112,634781901.283407,753162998.060137,952667543.964674,890167833.365875,940112538.964179,1157074319.11175,1049412177.07573,1109682824.13676,1135250721.02484,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1486476582.06759,1520479984.56808,1724555634.36594,1714166526.44573,1966461400.35833
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086,16786302158.2734
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,2907517603.76719,3338949151.59927,3723903723.63772,4153725883.84082,6813566098.8675,6331970324.31022,6205847213.6351,5071947798.27263,6087360684.2969,7030149730.33692,7638739122.67242,9228637767.69009,10432962634.8748,11597002834.7786,11859312725.1448,13008746038.8867,13708925477.1304,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20877414952.6375,20253551920.5516,19850829757.7471
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34400509852.0436
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,159718183550.734,177353174849.714,168885443660.072,165768095391.557,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358696261481.16,382054574298.529
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,46658755151.6017,47296952928.7561,48706787306.2574,49073380173.7159,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157288955508.176,182109999477.691,177006128624.627,212388906458.724
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,7426082270.67669,7569672925.33739,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952,21629953194.0659,25797870984.2963,28701830401.6837,31020032583.1972
GDP (current US$),NY.GDP.MKTP.CD,India,IND,392896866204.516,415867563592.829,421351317224.941,458821052615.79,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,1198895139005.92,1341888016994.9,1675615519484.96,1823051829895.13,1827637590410.95,1856721507621.46,2039126479155.27,2103588360044.39,2294796885663.67,2651474262755.59,2702929641648.14,2835606256558.84,2674851578586.86,3167270623260.52,3353470496885.95,3549918918777.53
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634990.598,539580085616.492,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319076267310.16,1371171152331.16
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,120403931883.348,113919163421.479,110276913362.445,113848450088.686,109591707801.431,126878750295.583,128626917504.398,153544751396.211,190043433963.866,226452138295.726,266298911663.707,349881601462.439,412336172443.795,416397025729.898,486807616876.696,626133112195.926,644035512181.483,492775566425.881,460382791480.428,408212917874.964,457954614593.746,486630147094.486,329691934142.938,283649531542.741,239735486745.385,359096907772.273,413394567603.552,401504514718.718
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36633669269.3981,50065104667.8159,65147051918.0219,88837057319.5179,131614434153.505,111657580326.315,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797936.279,209691945713.103,286640340965.517,250842782139.464
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,75790786290.3226,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239170638711.314,225118718207.156,238112475390.796,259681883575.706,292364226871.756,298559265006.398,337241811320.896,386693357874.056,398933010007.356,428608687830.239,513391778882.86,533140011838.276,545629450403.735
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,1023005862.77927,1180968165.4086,1382605389.32055,1567402513.69642,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032411026.94919,3422733202.4501,4466350655.89909,5928791505.35144,5486921247.07323,5920369789.50182,6565667052.79737,6690228371.66909,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289,6684225641.02564,7931193222.06405,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,114505860826.519,118859377862.817,120056692192.311,120922937410.923,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891,525002447652.773,509901495702.103
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1312426527795.21,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1897461635591.91,2154875493744.93,2066972096553.7,2254851212731.8
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,7393891920.80358,8400041723.54861,8787195622.43502,8887057997.36228,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217679.9219,14188936918.0036,14077096676.6213,14808985132.7722,15730792876.2656,15830766531.1474,13812421835.7369,14657586159.4316,17097760686.7775,19423355367.2372
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5055587093501.59,5034620784584.98,4256410760723.75,4212945159781.4
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,6927503526.09309,7245839210.15515,7912270803.94922,8149929478.13822,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44502816901.4085,43700383098.5916,46296100140.8451,48653381830.9859,50813642348.6746
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,21035357936.8796,22165932062.966,22135245507.3656,16870817181.7799,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,261421121085.572
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12045865396.1323,13115764358.2846,14093998843.7334,12896010459.3711,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,113419826113.903,107440575838.048
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,81385876.2637309,80155561.1631463,74756820.460502,77421852.3178167,74790109.3848832,65168750.8598655,74977058.6499892,95984600.9569924,104430807.970865,113786233.087662,112201076.377306,138066995.126653,146790160.52972,140384919.85191,165113529.310862,195984787.454498,207081997.22303,201768028.55259,200114840.67884,191572320.429122,206658568.822507,223029864.54193,233859230.192198,216891541.021351,222973879.711097,289207526.306617,270520731.599041,279034355.108421
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,610167053824.007,569755022973.035,383331833681.821,497514040642.262,576179387819.613,547656279894.587,627246933729.618,702714855193.904,793175561887.027,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1143672241149.72,1253289537500.81,1278046536287.01,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,5181776768.71247,5015894692.97027,5343950556.07185,6341613609.97976,6163484244.63408,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322,7899737577.47286,7717145217.81247,9413403724.01899,9354903061.8898,10438351483.1677
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,31492373308.7516,30350190704.4361,25943705784.2996,30122365849.2518,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416245238.478,154039231299.128,174047695598.686,174168116687.215,162650450784.686,114585555830.916,109406674087.947,120687539675.517,138202535962.401,138696321087.864,107512998447.021,141777271268.694,182809482400.924,161772221950.942
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,13987627908.8381
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.44959,1731198022.46763,1768619058.34647,1758176653.07746,2023324407.28414,2366398119.86321,2735558734.7379,3455030060.9785,4223152739.04052,5446433157.40114,5836137329.63305,7131771014.70456,8750104617.17303,10192846339.4029,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,5975248851.45482,6527926445.6811,7166275467.65161,7533788133.55753,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31386896487.0407,27263090547.0617,28083597512.4841,30483806017.8318,34429023435.0211,34225547537.0745,34390910338.9604,39443126174.4335,40422521943.4418,43627078481.287
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,13690217333.5879,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.8391,22022709851.4096,24827355014.9254,29118916105.4726,35399582928.6899,38443907042.1227,39927125961.5257,44016799515.7546,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,..
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,946112492.844847,998004258.715675,928460893.108965,912773681.050642,887291687.920796,825706961.238689,775777238.55814,1157825434.78971,1511236655.52047,1682343527.49221,1800092563.75462,1682131784.51365,1766902709.19935,1740894964.80511,2234754241.91918,2579409619.96722,2477702216.26888,2367112931.642,2441063054.05792,2359686724.53829,2114426453.70697,2306741674.055,2556247291.99785,2390702295.82777,2053338465.24462,2406780518.52811,2289355249.40148,2046039024.45854
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,159400000,295900000,359600000,441800000,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3176126340,3513049520,4001047000,4332000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,27884615384.6154,30700897874.8704,27251301398.2813,35975860857.1164,38270954138.1128,34112093927.254,20481889763.7795,26265625000,33122307692.3077,47334691241.4924,60094231606.642,68032978390.6007,86710767415.1371,60808562033.4191,75380825062.4216,48169263294.1007,92540938129.1315,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,72081962263.1794,65688454971.5663,47786789103.8172,55938727098.0174,50491722445.7773
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,2504012993.42238,2298389802.88883,2479699106.02264,2664105901.18863,2483889858.32312,2491800558.77674,2688618747.38148,3070803051.42164,3454373797.74442,3659319116.88057,4000102086.14635,4601429897.21468,5081479840.08716,4504375348.07038,5082337238.44718,5739706004.89616,5456102482.28614,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7710380085.92257,7364654515.13984,..
